GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
evomaster-project-report/evomaster-client-java-util,org.evomaster.client.java.utils,SimpleLogger,38,59,5,7,17,17,10,9,7,6
evomaster-project-report/evomaster-client-java-util,org.evomaster.client.java.utils,SimpleLogger.Level,0,54,0,0,0,1,0,1,0,1
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller.problem,RestProblem,4,20,1,1,0,6,1,3,0,3
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller.internal,EMController,288,261,27,21,64,62,25,10,3,8
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller.internal,SutController,68,221,5,5,21,61,6,16,2,15
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller.internal.db,ParserUtils,17,85,3,9,2,20,4,10,1,7
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller.internal.db,SchemaExtractor,248,409,36,30,38,100,29,19,7,8
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller.internal.db,SqlNameContext.new FromItemVisitorAdapter() {...},0,16,0,0,0,3,0,2,0,2
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller.internal.db,SelectHeuristics,30,165,5,19,4,50,6,14,1,7
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller.internal.db,HeuristicsCalculator,96,519,23,109,22,118,21,60,1,14
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller.internal.db,SqlHandler,104,304,11,29,21,82,10,21,1,10
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller.internal.db,SelectHeuristics.new ExpressionVisitorAdapter() {...},0,52,0,6,0,15,0,5,0,2
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller.internal.db,ColumnTableAnalyzer,114,166,12,18,11,49,13,10,1,7
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller.internal.db,StandardOutputTracker,5,98,2,4,1,30,2,8,0,7
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller.internal.db,SqlNameContext,63,168,12,18,15,44,12,13,2,8
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller.internal.db,SqlNameContext.AliasVisitor,5,11,0,0,2,5,1,2,1,2
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller.internal.db,SqlHandler.new ExpressionVisitorAdapter() {...},1,40,1,1,1,8,1,2,0,2
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller.internal.db.constraint,H2ConstraintExtractor,12,204,2,14,3,45,3,11,1,4
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller.internal.db.constraint,DbTableCheckExpression,0,12,0,0,0,4,0,2,0,2
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller.internal.db.constraint,DbTableUniqueConstraint,0,16,0,0,0,5,0,2,0,2
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller.internal.db.constraint,PostgresConstraintExtractor,202,0,14,0,43,0,13,0,4,0
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller.internal.db.constraint,DbTableConstraint,0,11,0,0,0,4,0,2,0,2
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller.internal.db.constraint,TableConstraintExtractor,0,3,0,0,0,1,0,1,0,1
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller.internal.db.constraint,TableConstraintExtractorFactory,18,9,3,1,3,2,3,1,0,1
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller.contentMatchers,NumberMatcher,49,0,8,0,11,0,9,0,5,0
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller.expect,ExpectationHandler,51,0,10,0,15,0,11,0,6,0
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller,ExternalSutController,640,0,88,0,157,0,63,0,19,0
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller,AuthUtils,65,0,0,0,12,0,4,0,4,0
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller,EmbeddedSutController,2,15,0,0,1,9,1,6,1,6
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller,InstrumentedSutStarter,23,46,5,3,6,15,4,5,0,5
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller.db.dsl,SqlDsl,44,155,10,14,6,36,10,14,0,12
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller.db.dsl,SequenceDsl,0,5,0,0,0,1,0,1,0,1
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller.db,DbCleaner,54,270,2,22,16,55,7,17,5,7
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller.db,DataRow,40,192,9,23,3,38,10,16,2,8
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller.db,SqlScriptRunner,163,449,20,48,25,110,20,30,2,14
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller.db,VariableDescriptor,95,85,24,14,10,16,20,7,3,5
evomaster-project-report/evomaster-client-java-controller,org.evomaster.client.java.controller.db,QueryResult,63,194,5,15,13,43,8,14,4,8
evomaster-project-report/evomaster-client-java-controller-api,org.evomaster.client.java.controller.api.dto.problem,RestProblemDto,0,3,0,0,0,1,0,1,0,1
evomaster-project-report/evomaster-client-java-controller-api,org.evomaster.client.java.controller.api.dto.database.operations,InsertionDto,0,8,0,0,0,2,0,1,0,1
evomaster-project-report/evomaster-client-java-controller-api,org.evomaster.client.java.controller.api.dto.database.operations,InsertionEntryDto,0,3,0,0,0,1,0,1,0,1
evomaster-project-report/evomaster-client-java-controller-api,org.evomaster.client.java.controller.api.dto.database.operations,DatabaseCommandDto,0,8,0,0,0,2,0,1,0,1
evomaster-project-report/evomaster-client-java-controller-api,org.evomaster.client.java.controller.api.dto.database.operations,QueryResultDto,0,8,0,0,0,2,0,1,0,1
evomaster-project-report/evomaster-client-java-controller-api,org.evomaster.client.java.controller.api.dto.database.operations,DataRowDto,0,8,0,0,0,2,0,1,0,1
evomaster-project-report/evomaster-client-java-controller-api,org.evomaster.client.java.controller.api.dto,WrappedResponseDto,20,16,2,0,6,5,2,3,1,3
evomaster-project-report/evomaster-client-java-controller-api,org.evomaster.client.java.controller.api.dto,HeaderDto,12,0,0,0,6,0,2,0,2,0
evomaster-project-report/evomaster-client-java-controller-api,org.evomaster.client.java.controller.api.dto,ExtraHeuristicDto,0,13,0,0,0,3,0,1,0,1
evomaster-project-report/evomaster-client-java-controller-api,org.evomaster.client.java.controller.api.dto,TargetInfoDto,3,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-client-java-controller-api,org.evomaster.client.java.controller.api.dto,SutRunDto,0,12,0,0,0,6,0,2,0,2
evomaster-project-report/evomaster-client-java-controller-api,org.evomaster.client.java.controller.api.dto,SutInfoDto.OutputFormat,0,44,0,0,0,5,0,1,0,1
evomaster-project-report/evomaster-client-java-controller-api,org.evomaster.client.java.controller.api.dto,AdditionalInfoDto,0,13,0,0,0,3,0,1,0,1
evomaster-project-report/evomaster-client-java-controller-api,org.evomaster.client.java.controller.api.dto,AuthenticationDto,19,0,0,0,6,0,2,0,2,0
evomaster-project-report/evomaster-client-java-controller-api,org.evomaster.client.java.controller.api.dto,ControllerInfoDto,3,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-client-java-controller-api,org.evomaster.client.java.controller.api.dto,TestResultsDto,0,18,0,0,0,4,0,1,0,1
evomaster-project-report/evomaster-client-java-controller-api,org.evomaster.client.java.controller.api.dto,SutInfoDto,0,3,0,0,0,1,0,1,0,1
evomaster-project-report/evomaster-client-java-controller-api,org.evomaster.client.java.controller.api.dto.database.schema,DbSchemaDto,0,8,0,0,0,2,0,1,0,1
evomaster-project-report/evomaster-client-java-controller-api,org.evomaster.client.java.controller.api.dto.database.schema,ForeignKeyDto,0,8,0,0,0,2,0,1,0,1
evomaster-project-report/evomaster-client-java-controller-api,org.evomaster.client.java.controller.api.dto.database.schema,TableDto,0,23,0,0,0,5,0,1,0,1
evomaster-project-report/evomaster-client-java-controller-api,org.evomaster.client.java.controller.api.dto.database.schema,TableCheckExpressionDto,0,3,0,0,0,1,0,1,0,1
evomaster-project-report/evomaster-client-java-controller-api,org.evomaster.client.java.controller.api.dto.database.schema,DatabaseType,0,44,0,0,0,5,0,1,0,1
evomaster-project-report/evomaster-client-java-controller-api,org.evomaster.client.java.controller.api.dto.database.schema,ColumnDto,0,6,0,0,0,2,0,1,0,1
evomaster-project-report/evomaster-client-java-controller-api,org.evomaster.client.java.controller.api,Formats,3,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-client-java-controller-api,org.evomaster.client.java.controller.api,EMTestUtils,12,119,1,11,5,35,2,7,1,2
evomaster-project-report/evomaster-client-java-controller-api,org.evomaster.client.java.controller.api,ControllerConstants,3,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-client-java-controller-api,org.evomaster.client.java.controller.api.dto.database.execution,ExecutionDto,0,28,0,0,0,6,0,1,0,1
evomaster-project-report/evomaster-client-database-spy,org.evomaster.client.java.databasespy,P6SpyFormatter,15,34,8,6,2,6,7,2,0,2
evomaster-project-report/evomaster-client-java-instrumentation,org.evomaster.client.java.instrumentation,ClassScanner,312,0,36,0,73,0,31,0,13,0
evomaster-project-report/evomaster-client-java-instrumentation,org.evomaster.client.java.instrumentation,Constants,5,10,2,2,1,1,3,1,1,1
evomaster-project-report/evomaster-client-java-instrumentation,org.evomaster.client.java.instrumentation,InstrumentingClassLoader,29,151,5,9,5,35,5,7,0,5
evomaster-project-report/evomaster-client-java-instrumentation,org.evomaster.client.java.instrumentation,InstrumentingAgent.TransformerForTests,18,0,2,0,4,0,2,0,1,0
evomaster-project-report/evomaster-client-java-instrumentation,org.evomaster.client.java.instrumentation,TargetInfo,42,15,2,0,5,6,4,1,3,1
evomaster-project-report/evomaster-client-java-instrumentation,org.evomaster.client.java.instrumentation,ClassesToExclude,21,83,3,11,7,25,4,8,2,3
evomaster-project-report/evomaster-client-java-instrumentation,org.evomaster.client.java.instrumentation,InstrumentingAgent,166,0,6,0,47,0,12,0,9,0
evomaster-project-report/evomaster-client-java-instrumentation,org.evomaster.client.java.instrumentation,AdditionalInfo,0,43,4,4,0,11,4,5,0,5
evomaster-project-report/evomaster-client-java-instrumentation,org.evomaster.client.java.instrumentation,ComputeClassWriter,297,9,36,0,65,3,22,1,4,1
evomaster-project-report/evomaster-client-java-instrumentation,org.evomaster.client.java.instrumentation,Instrumentator,18,111,3,5,2,31,3,8,0,7
evomaster-project-report/evomaster-client-java-instrumentation,org.evomaster.client.java.instrumentation,InstrumentationController,80,0,2,0,26,0,9,0,8,0
evomaster-project-report/evomaster-client-java-instrumentation,org.evomaster.client.java.instrumentation,ObjectiveNaming,41,126,6,6,7,19,5,7,1,5
evomaster-project-report/evomaster-client-java-instrumentation,org.evomaster.client.java.instrumentation,ClassName,48,78,3,7,4,18,4,9,1,7
evomaster-project-report/evomaster-client-java-instrumentation,org.evomaster.client.java.instrumentation.tracker,TrackerMethodVisitor,0,96,5,13,0,23,5,8,0,4
evomaster-project-report/evomaster-client-java-instrumentation,org.evomaster.client.java.instrumentation.tracker,TrackerClassVisitor,4,35,2,2,2,8,2,2,0,2
evomaster-project-report/evomaster-client-java-instrumentation,org.evomaster.client.java.instrumentation.tracker,Tracker,3,8,0,0,1,4,1,2,1,2
evomaster-project-report/evomaster-client-java-instrumentation,org.evomaster.client.java.instrumentation.external,ServerController,305,0,34,0,96,0,33,0,16,0
evomaster-project-report/evomaster-client-java-instrumentation,org.evomaster.client.java.instrumentation.external,AgentController,233,0,14,0,73,0,16,0,7,0
evomaster-project-report/evomaster-client-java-instrumentation,org.evomaster.client.java.instrumentation.external,JarAgentLocator,364,0,64,0,98,0,40,0,8,0
evomaster-project-report/evomaster-client-java-instrumentation,org.evomaster.client.java.instrumentation.external,Command,64,0,0,0,2,0,1,0,1,0
evomaster-project-report/evomaster-client-java-instrumentation,org.evomaster.client.java.instrumentation.staticstate,ExecutionTracer,52,242,6,16,13,56,10,26,5,20
evomaster-project-report/evomaster-client-java-instrumentation,org.evomaster.client.java.instrumentation.staticstate,ObjectiveRecorder,122,188,12,18,26,47,16,14,7,8
evomaster-project-report/evomaster-client-java-instrumentation,org.evomaster.client.java.instrumentation.coverage,BranchCovMethodVisitor,69,138,3,4,20,41,3,6,0,4
evomaster-project-report/evomaster-client-java-instrumentation,org.evomaster.client.java.instrumentation.coverage,LineCovMethodVisitor,1,54,1,1,1,16,1,3,0,3
evomaster-project-report/evomaster-client-java-instrumentation,org.evomaster.client.java.instrumentation.coverage,CoverageClassVisitor,4,57,2,2,2,11,2,2,0,2
evomaster-project-report/evomaster-client-java-instrumentation,org.evomaster.client.java.instrumentation.coverage,SuccessCallMethodVisitor,8,97,1,1,2,27,1,5,0,5
evomaster-project-report/evomaster-client-java-instrumentation,org.evomaster.client.java.instrumentation.heuristic,Truthness,52,101,11,19,5,18,11,12,0,8
evomaster-project-report/evomaster-client-java-instrumentation,org.evomaster.client.java.instrumentation.heuristic,HeuristicsForJumps,51,148,4,26,5,23,5,21,1,4
evomaster-project-report/evomaster-client-java-instrumentation,org.evomaster.client.java.instrumentation.testability,ReplacementList,3,10,0,0,1,1,1,1,1,1
evomaster-project-report/evomaster-client-java-instrumentation,org.evomaster.client.java.instrumentation.testability,BooleanMethodTransformer,154,450,54,70,18,117,49,31,2,14
evomaster-project-report/evomaster-client-java-instrumentation,org.evomaster.client.java.instrumentation.testability,StringTransformer,18,287,9,37,2,65,9,27,0,13
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest,RestPath,101,639,13,57,8,74,15,43,2,21
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest,RestPath.Token,0,36,0,2,0,4,0,5,0,4
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest,RestIndividual,654,327,71,16,74,50,49,23,11,17
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest,RestActionBuilder,3,16,0,0,1,2,1,1,1,1
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest,RestIndividual.repairInitializationActions.new Function0() {...},4,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest,HttpVerb.Companion,13,23,1,7,1,8,1,7,0,1
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest,RestCallAction.copy.p.new Function1() {...},0,6,0,0,0,1,0,1,0,1
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest,RestActionBuilder.Companion,545,1326,69,114,53,192,56,62,2,15
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest,UsedObjects.GeneSpecialCases,7,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest,RestCallResult.Companion,12,4,0,0,6,2,6,2,6,2
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest,RestCallAction,117,272,14,14,14,34,13,27,4,22
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest,RestPath.Element,0,26,0,0,0,2,0,3,0,3
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest,UsedObjects,322,106,16,0,21,19,17,4,9,4
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest,RestCallResult,85,183,14,16,10,31,18,21,7,17
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest,UsedObjects.copy.new BiConsumer() {...},24,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest,UsedObjects.copy.new BiConsumer() {...},20,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest,UsedObjects.copy.new BiConsumer() {...},19,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest,RestPath.usableQueryParamsFunction.new Function1() {...},0,19,0,6,0,1,0,4,0,1
evomaster-project-report/evomaster-core,org.evomaster.core.search.algorithms.wts,WtsEvalIndividual,59,12,2,0,7,1,4,2,3,2
evomaster-project-report/evomaster-core,org.evomaster.core.search.gene,ArrayGene,266,28,11,1,28,4,16,1,10,1
evomaster-project-report/evomaster-core,org.evomaster.core.search.gene,DateTimeGene,170,25,10,0,21,4,12,3,7,3
evomaster-project-report/evomaster-core,org.evomaster.core.search.gene,DateGene,137,121,10,2,19,12,9,8,4,7
evomaster-project-report/evomaster-core,org.evomaster.core.search.gene,ImmutableDataHolderGene,70,16,4,0,11,1,11,1,9,1
evomaster-project-report/evomaster-core,org.evomaster.core.search.gene,StringGene,41,148,3,5,4,20,3,12,1,10
evomaster-project-report/evomaster-core,org.evomaster.core.search.gene,NumberGene,0,7,0,0,0,1,0,1,0,1
evomaster-project-report/evomaster-core,org.evomaster.core.search.gene,OptionalGene,76,111,9,7,9,15,8,12,3,9
evomaster-project-report/evomaster-core,org.evomaster.core.search.gene,SqlTimestampGene,106,79,11,3,14,9,10,4,3,4
evomaster-project-report/evomaster-core,org.evomaster.core.search.gene,DisruptiveGene,89,118,11,7,7,14,11,11,3,10
evomaster-project-report/evomaster-core,org.evomaster.core.search.gene,MapGene,251,97,18,4,27,13,20,2,9,2
evomaster-project-report/evomaster-core,org.evomaster.core.search.gene,CycleObjectGene,25,17,0,0,4,1,4,1,4,1
evomaster-project-report/evomaster-core,org.evomaster.core.search.gene,SqlForeignKeyGene.randomize.pks.new Function1() {...},0,6,0,0,0,1,0,1,0,1
evomaster-project-report/evomaster-core,org.evomaster.core.search.gene,SqlForeignKeyGene.randomize.pks.new Function1() {...},0,10,0,0,0,1,0,1,0,1
evomaster-project-report/evomaster-core,org.evomaster.core.search.gene,SqlForeignKeyGene.randomize.pks.new Function1() {...},0,18,0,4,0,1,0,3,0,1
evomaster-project-report/evomaster-core,org.evomaster.core.search.gene,SqlForeignKeyGene.randomize.pks.new Function1() {...},0,11,0,0,0,1,0,1,0,1
evomaster-project-report/evomaster-core,org.evomaster.core.search.gene,SqlForeignKeyGene,217,277,39,37,25,42,31,22,4,11
evomaster-project-report/evomaster-core,org.evomaster.core.search.gene,Gene,30,99,7,13,0,13,8,13,1,10
evomaster-project-report/evomaster-core,org.evomaster.core.search.gene,TimeGene,166,114,12,2,24,14,12,7,5,7
evomaster-project-report/evomaster-core,org.evomaster.core.search.gene,BooleanGene,65,46,7,3,8,7,8,5,4,4
evomaster-project-report/evomaster-core,org.evomaster.core.search.gene,SqlPrimaryKeyGene,67,118,6,4,8,18,7,13,3,12
evomaster-project-report/evomaster-core,org.evomaster.core.search.gene,UUIDGene,145,48,10,0,22,4,12,3,7,3
evomaster-project-report/evomaster-core,org.evomaster.core.search.gene,LongGene,53,68,6,4,5,15,6,7,2,6
evomaster-project-report/evomaster-core,org.evomaster.core.search.gene,ObjectGene,209,175,25,11,24,16,19,10,5,6
evomaster-project-report/evomaster-core,org.evomaster.core.search.gene,SqlAutoIncrementGene,77,11,6,0,9,3,8,3,5,3
evomaster-project-report/evomaster-core,org.evomaster.core.search.gene,EnumGene,102,100,11,7,12,16,10,10,3,8
evomaster-project-report/evomaster-core,org.evomaster.core.search.gene,DoubleGene,72,28,6,0,9,5,8,3,5,3
evomaster-project-report/evomaster-core,org.evomaster.core.search.gene,Gene.flatView.new Function1() {...},0,5,0,0,0,1,0,1,0,1
evomaster-project-report/evomaster-core,org.evomaster.core.search.gene,IntegerGene,65,128,10,8,10,25,8,11,1,9
evomaster-project-report/evomaster-core,org.evomaster.core.search.gene,GeneUtils,85,178,24,28,11,31,21,10,0,5
evomaster-project-report/evomaster-core,org.evomaster.core.search.gene,Base64StringGene,107,39,6,0,12,3,9,2,6,2
evomaster-project-report/evomaster-core,org.evomaster.core.search.gene,FloatGene,100,0,6,0,14,0,11,0,8,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.param,BodyParam,11,62,0,0,2,7,2,6,2,6
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.param,PathParam,0,31,0,0,0,4,0,3,0,3
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.param,HeaderParam,10,11,0,0,1,1,1,1,1,1
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.param,FormParam,10,11,0,0,1,1,1,1,1,1
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.param,QueryParam,0,21,0,0,0,2,0,2,0,2
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.param,Param,6,30,1,1,0,4,1,4,0,4
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.auth,NoAuth,0,11,0,0,0,1,0,1,0,1
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.auth,AuthenticationHeader,32,0,2,0,3,0,4,0,3,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.auth,AuthenticationInfo,12,37,3,3,1,4,3,3,0,3
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.util.inference.model,ParamGeneBindMap,81,0,10,0,2,0,12,0,7,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.util.inference.model,MatchedInfo,102,0,6,0,9,0,16,0,13,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.util.inference,SimpleDeriveResourceBinding.deriveParamsToTable.new BiConsumer() {...},16,0,0,0,2,0,1,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.util.inference,SimpleDeriveResourceBinding.deriveParamWithTable.2.new Function1() {...},20,0,2,0,1,0,2,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.util.inference,SimpleDeriveResourceBinding.deriveResourceToTable.3.new Function1() {...},20,0,2,0,1,0,2,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.util.inference,SimpleDeriveResourceBinding..special..inlined.sortedBy.new Comparator() {...},6,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.util.inference,SimpleDeriveResourceBinding..special..inlined.sortedBy.new Comparator() {...},6,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.util.inference,SimpleDeriveResourceBinding..special..inlined.sortedBy.new Comparator() {...},6,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.util.inference,SimpleDeriveResourceBinding.getBindMap..inlined.let.lambda.1.new Comparator() {...},6,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.util.inference,SimpleDeriveResourceBinding.getBindMap.4.new BiConsumer() {...},28,0,0,0,4,0,1,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.util.inference,SimpleDeriveResourceBinding.deriveResourceToTable.2.1.new Function1() {...},20,0,2,0,1,0,2,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.util.inference,SimpleDeriveResourceBinding.getBindMap..inlined.let.lambda.new BiConsumer() {...},57,0,2,0,4,0,2,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.util.inference,DeriveResourceBinding.DefaultImpls,13,0,0,0,2,0,2,0,2,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.util.inference,SimpleDeriveResourceBinding,1170,0,130,0,130,0,79,0,14,0
evomaster-project-report/evomaster-core,org.evomaster.exps.monitor,SearchProcessMonitor.initMonitorProcessOutputs.new Consumer() {...},18,0,2,0,3,0,2,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.exps.monitor,SearchProcessMonitor.initMonitorProcessOutputs.new Function1() {...},6,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.exps.monitor,SearchProcessMonitor,48,476,7,17,6,52,11,20,5,14
evomaster-project-report/evomaster-core,org.evomaster.exps.monitor,StepOfSearchProcess,9,129,0,4,1,17,3,10,3,8
evomaster-project-report/evomaster-core,org.evomaster.exps.monitor,StepOfSearchProcess.new BiConsumer() {...},0,22,0,0,0,3,0,1,0,1
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource,RestResourceNode.selectTemplate..inlined.sortedBy.new Comparator() {...},6,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource,RestResourceNode.sampleOneAction.new Function1() {...},6,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource,ParamInfo,70,0,0,0,9,0,10,0,10,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource,SamplerSpecification,26,0,0,0,2,0,4,0,4,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource,RestResourceNode.chooseLongestPath.max.new Function1() {...},8,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource,RestResourceNode.getPostChain.new Function1() {...},6,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource,RestResourceCalls,259,100,33,3,25,11,35,3,17,3
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource,RestResourceNode.updateTemplateSize.new Function1() {...},6,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource,ActionRToken,112,0,0,0,13,0,10,0,10,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource,PathRToken,112,0,0,0,11,0,10,0,10,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource,RestResourceNode,3695,0,490,0,387,0,320,0,72,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource,RestResourceNode.sampleIndResourceCall.new Function1() {...},20,0,6,0,1,0,4,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource,RToken,157,0,12,0,10,0,17,0,11,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource,RestResourceNode.Companion,2,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource,MutatorSpecification,26,0,0,0,2,0,4,0,4,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource,RestResourceInstance,71,0,0,0,5,0,7,0,7,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource,CallsTemplate,48,0,0,0,6,0,9,0,9,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource,RestResourceCalls.longestPath.max.new Function1() {...},8,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.output.formatter,MismatchedFormatException,0,20,0,0,0,2,0,1,0,1
evomaster-project-report/evomaster-core,org.evomaster.core.output.formatter,OutputFormatter.Companion.JSON_FORMATTER.new OutputFormatter() {...},3,53,0,2,0,10,1,4,1,3
evomaster-project-report/evomaster-core,org.evomaster.core.output.formatter,OutputFormatter.Companion,10,20,1,1,2,5,2,3,1,3
evomaster-project-report/evomaster-core,org.evomaster.core.output.formatter,OutputFormatter,0,32,0,0,0,4,0,3,0,3
evomaster-project-report/evomaster-core,org.evomaster.core.search.algorithms,MioAlgorithm,3,78,1,11,1,16,2,7,1,2
evomaster-project-report/evomaster-core,org.evomaster.core.search.algorithms,MosaAlgorithm,76,709,31,69,12,132,26,37,1,12
evomaster-project-report/evomaster-core,org.evomaster.core.search.algorithms,MosaAlgorithm.Data,0,32,0,0,0,3,0,6,0,6
evomaster-project-report/evomaster-core,org.evomaster.core.search.algorithms,MosaAlgorithm.sortPopulation..inlined.compareBy.new Comparator() {...},6,0,0,0,1,0,1,0,1,0
