GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
evomaster-project-report/evomaster-core,org.evomaster.core.output,SortingHelper..special..inlined.compareBy.new Comparator() {...},6,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.output,SortingHelper..special..inlined.compareBy.new Comparator() {...},6,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.output,SortingHelper..special..inlined.compareBy.new Comparator() {...},6,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.output,TestSuiteOrganizer.Companion,10,17,0,0,1,3,1,3,1,3
evomaster-project-report/evomaster-core,org.evomaster.core.output,TestCase,6,45,2,6,0,5,2,6,0,4
evomaster-project-report/evomaster-core,org.evomaster.core.output,TestCaseWriter.addRestCallInTryCatch.new Function0() {...},20,0,2,0,4,0,2,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.output,TestCaseWriter.handleExpectations.new Function0() {...},28,0,4,0,7,0,3,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.output,Lines,41,253,4,4,5,38,5,16,1,16
evomaster-project-report/evomaster-core,org.evomaster.core.output,TestCaseWriter.handleVerb.new Function0() {...},0,43,0,0,0,3,0,1,0,1
evomaster-project-report/evomaster-core,org.evomaster.core.output,OutputFormat,1,41,1,3,0,6,1,7,0,6
evomaster-project-report/evomaster-core,org.evomaster.core.output,NamingHelper.namingCriteria.new Function1() {...},9,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.output,NamingHelper.namingCriteria.new Function1() {...},9,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.output,NamingHelper.namingCriteria.new Function1() {...},9,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.output,NamingHelper.namingCriteria.new Function1() {...},9,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.output,TestCaseWriter,728,991,88,74,89,142,60,43,6,16
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource.dependency,ActionRelatedToTable.AccessTable,30,0,0,0,1,0,4,0,4,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource.dependency,DBCreationChain,16,0,0,0,1,0,2,0,2,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource.dependency,ParamRelatedToTable,59,0,2,0,5,0,6,0,5,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource.dependency,ResourceRelatedToTable..special..inlined.sortedBy.new Comparator() {...},6,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource.dependency,RelatedTo.Companion,87,0,8,0,4,0,6,0,2,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource.dependency,PostCreationChain,16,0,0,0,1,0,2,0,2,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource.dependency,SelfResourcesRelation,25,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource.dependency,RelatedTo,78,0,0,0,8,0,10,0,10,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource.dependency,ResourceRelatedToTable.Companion,12,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource.dependency,ResourceRelatedToResources,53,0,6,0,5,0,6,0,3,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource.dependency,BodyParamRelatedToTable,140,0,12,0,7,0,10,0,4,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource.dependency,CompositeCreationChain,16,0,0,0,1,0,2,0,2,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource.dependency,ResourceRelatedToTable.findBestTableForParam..inlined.sortedBy.new Comparator() {...},6,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource.dependency,ParamFieldRelatedToTable,58,0,4,0,4,0,4,0,2,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource.dependency,ResourceRelatedToTable.findBestTableForParam.new BiConsumer() {...},80,0,12,0,5,0,7,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource.dependency,MutualResourcesRelations,38,0,0,0,3,0,4,0,4,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource.dependency,SimpleParamRelatedToTable,16,0,0,0,1,0,2,0,2,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource.dependency,CreationChain,43,0,0,0,10,0,7,0,7,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource.dependency,ActionRelatedToTable,65,0,2,0,8,0,6,0,5,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource.dependency,ActionRelatedToTable.updateTableWithFields.new BiConsumer() {...},108,0,12,0,8,0,7,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core.problem.rest.resource.dependency,ResourceRelatedToTable,773,0,64,0,58,0,52,0,20,0
evomaster-project-report/evomaster-core,org.evomaster.core,BaseModule,3,70,0,0,0,24,1,4,1,4
evomaster-project-report/evomaster-core,org.evomaster.core,EMConfig.Companion.MyHelpFormatter,5,5,0,0,1,1,1,1,1,1
evomaster-project-report/evomaster-core,org.evomaster.core,EMConfig.ResourceSamplingStrategy,3,100,0,0,0,3,1,2,1,2
evomaster-project-report/evomaster-core,org.evomaster.core,EMConfig,190,1081,19,54,12,120,19,148,2,128
evomaster-project-report/evomaster-core,org.evomaster.core,EMConfig.Companion,52,430,7,47,7,45,7,24,1,3
evomaster-project-report/evomaster-core,org.evomaster.core,Main,3,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-core,org.evomaster.core,Lazy,8,24,3,3,0,4,3,2,0,2
evomaster-project-report/evomaster-core,org.evomaster.core,Main.Companion,384,336,32,14,62,67,27,11,5,8
evomaster-project-report/evomaster-core,org.evomaster.core,Main.Companion.run.key.new TypeLiteral() {...},0,3,0,0,0,1,0,1,0,1
evomaster-project-report/evomaster-core,org.evomaster.core,Main.Companion.run.key.new TypeLiteral() {...},0,3,0,0,0,1,0,1,0,1
evomaster-project-report/evomaster-core,org.evomaster.core,Main.Companion.run.key.new TypeLiteral() {...},0,3,0,0,0,1,0,1,0,1
evomaster-project-report/evomaster-core,org.evomaster.core,Main.Companion.run.key.new TypeLiteral() {...},0,3,0,0,0,1,0,1,0,1
evomaster-project-report/evomaster-core,org.evomaster.core,AnsiColor,76,0,0,0,6,0,3,0,3,0
evomaster-project-report/evomaster-core,org.evomaster.core,AnsiColor.Companion,55,0,0,0,5,0,5,0,5,0
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.bodytypes,BodyTypesApplication,5,3,0,0,2,1,1,1,1,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.bodytypes,BodyTypesDto,0,3,0,0,0,1,0,1,0,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.bodytypes,BodyTypesRest,0,17,0,0,0,8,0,8,0,8
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.chainedpostget,CPGRest,6,80,1,5,2,16,2,7,1,5
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.chainedpostget,Y,0,3,0,0,0,1,0,1,0,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.chainedpostget,CPGRest.X,0,6,0,0,0,1,0,1,0,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.chainedpostget,CPGApplication,5,3,0,0,2,1,1,1,1,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.db.base,DbBaseEntity,4,13,0,0,2,5,1,4,1,4
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.db.base,DbBaseApplication,5,3,0,0,2,1,1,1,1,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.db.base,DbBaseRest,0,112,0,4,0,23,0,9,0,7
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.db.base,DbBaseDto,0,12,0,0,0,5,0,2,0,2
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring,SwaggerConfiguration,0,38,0,0,0,12,0,3,0,3
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.enums,TargetEnums,0,24,0,0,0,2,0,1,0,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.enums,EnumsApplication,5,3,0,0,2,1,1,1,1,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.enums,EnumsRest,0,23,1,2,0,7,1,3,0,2
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.enums,EnumsDto,0,3,0,0,0,1,0,1,0,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.webrequest,WebRequestRest,0,19,0,4,0,6,0,4,0,2
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.webrequest,WebRequestApplication,5,3,0,0,2,1,1,1,1,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.db.auth.db,AuthProjectEntity,21,3,0,0,9,1,6,1,6,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.db.auth.db,AuthUserEntity,8,9,0,0,4,3,2,3,2,3
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.strings,StringsApplication,5,3,0,0,2,1,1,1,1,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.strings,StringsRest,8,76,4,16,2,18,4,10,0,4
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.strings,StringsResponseDto,0,3,0,0,0,1,0,1,0,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.regex,RegexApplication,5,5,0,0,2,2,1,2,1,2
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.db.javatypes,JavaTypesEntity,37,96,0,0,13,24,12,2,12,2
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.db.javatypes,JavaTypesApp,5,3,0,0,2,1,1,1,1,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.db.javatypes,JavaTypesRest,0,27,0,2,0,7,0,4,0,3
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.constant,ConstantApplication,5,3,0,0,2,1,1,1,1,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.constant,ConstantResponseDto,0,3,0,0,0,1,0,1,0,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.constant,ConstantRest,0,19,0,2,0,4,0,3,0,2
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.namedresource,NamedResourceApplication,5,3,0,0,2,1,1,1,1,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.namedresource,NamedResourceDto,0,12,0,0,0,6,0,2,0,2
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.namedresource,NamedResourceRest,0,96,0,8,0,23,0,11,0,7
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.chainedheaderlocation,CHLApplication,5,3,0,0,2,1,1,1,1,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.chainedheaderlocation,CHLRest.Y,0,11,0,0,0,2,0,1,0,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.chainedheaderlocation,CHLRest.X,0,11,0,0,0,2,0,1,0,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.chainedheaderlocation,CHLRest.Z,0,6,0,0,0,1,0,1,0,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.chainedheaderlocation,CHLRest,12,179,3,9,3,31,3,9,0,6
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.positiveinteger,PIApplication,5,3,0,0,2,1,1,1,1,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.positiveinteger,ResponseDto,6,3,0,0,3,2,1,1,1,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.positiveinteger,PostDto,0,9,0,0,0,5,0,2,0,2
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.positiveinteger,PositiveIntegerRest,0,34,0,0,0,7,0,3,0,3
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.db.directint,DbDirectIntApplication,5,3,0,0,2,1,1,1,1,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.db.directint,DbDirectIntEntity,10,14,0,0,4,6,3,4,3,4
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.db.directint,DbDirectIntRest,0,40,0,2,0,10,0,4,0,3
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.db.auth,AuthRest,19,7,2,0,5,2,2,2,1,2
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.db.auth,AuthApp,5,3,0,0,2,1,1,1,1,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.db.auth,AuthUserService,30,3,2,0,4,1,2,1,1,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.db.auth,AuthWebSecurityConfig,0,44,0,0,0,12,0,3,0,3
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.db.auth,AuthProjectService,14,3,0,0,3,1,1,1,1,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.branches,BranchesApplication,5,3,0,0,2,1,1,1,1,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.branches,BranchesPostDto,0,12,0,0,0,5,0,2,0,2
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.branches,BranchesResponseDto,0,3,0,0,0,2,0,1,0,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.branches,BranchesRest,0,66,0,0,0,13,0,4,0,4
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.chainednolocation,CNLRest,0,57,1,5,0,12,1,6,0,4
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.chainednolocation,CNLApplication,0,3,0,0,0,1,0,1,0,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.chainednolocation,CNL_X,0,3,0,0,0,1,0,1,0,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.postcollection,CreateDto,6,3,0,0,3,2,1,1,1,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.postcollection,PostCollectionApplication,5,3,0,0,2,1,1,1,1,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.postcollection,PostCollectionRest,0,40,0,4,0,10,0,6,0,4
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.postcollection,ValuesDto,0,8,0,0,0,2,0,1,0,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.triangle,TriangleRest,0,21,0,0,0,4,0,2,0,2
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.triangle,TriangleApplication,5,3,0,0,2,1,1,1,1,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.triangle,TriangleResponseDto,0,3,0,0,0,1,0,1,0,1
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.headerlocation,HeaderLocationDto,0,12,0,0,0,6,0,2,0,2
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.headerlocation,HeaderLocationRest,0,106,0,8,0,23,0,11,0,7
evomaster-project-report/evomaster-e2e-tests-spring-examples,com.foo.rest.examples.spring.headerlocation,HeaderLocationApplication,5,3,0,0,2,1,1,1,1,1
evomaster-project-report/evomaster-e2e-tests-dropwizard-examples,com.foo.rest.examples.dw.positiveinteger,ResponseDto,9,0,0,0,5,0,2,0,2,0
evomaster-project-report/evomaster-e2e-tests-dropwizard-examples,com.foo.rest.examples.dw.positiveinteger,PositiveIntegerRest,34,0,0,0,7,0,3,0,3,0
evomaster-project-report/evomaster-e2e-tests-dropwizard-examples,com.foo.rest.examples.dw.positiveinteger,PIApplication,94,0,0,0,23,0,5,0,5,0
evomaster-project-report/evomaster-e2e-tests-dropwizard-examples,com.foo.rest.examples.dw.positiveinteger,PostDto,9,0,0,0,5,0,2,0,2,0
evomaster-project-report/evomaster-e2e-tests-dropwizard-examples,com.foo.rest.examples.dw.positiveinteger,PIConfiguration,3,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-e2e-tests-dropwizard-examples,com.foo.rest.examples.dw.simpleform,SimpleFormApplication,110,0,0,0,28,0,6,0,6,0
evomaster-project-report/evomaster-e2e-tests-dropwizard-examples,com.foo.rest.examples.dw.simpleform,SimpleFormConfiguration,3,0,0,0,1,0,1,0,1,0
evomaster-project-report/evomaster-e2e-tests-dropwizard-examples,com.foo.rest.examples.dw.simpleform,SimpleFormRest,18,0,4,0,4,0,4,0,2,0
